state_letter,set_extension,encoder_position,timestamp,invalid_fields,scaledAccelX,scaledAccelY,scaledAccelZ,scaledGyroX,scaledGyroY,scaledGyroZ,deltaVelX,deltaVelY,deltaVelZ,deltaThetaX,deltaThetaY,deltaThetaZ,scaledAmbientPressure,estOrientQuaternionW,estOrientQuaternionX,estOrientQuaternionY,estOrientQuaternionZ,estPressureAlt,estAttitudeUncertQuaternionW,estAttitudeUncertQuaternionX,estAttitudeUncertQuaternionY,estAttitudeUncertQuaternionZ,estAngularRateX,estAngularRateY,estAngularRateZ,estCompensatedAccelX,estCompensatedAccelY,estCompensatedAccelZ,estLinearAccelX,estLinearAccelY,estLinearAccelZ,estGravityVectorX,estGravityVectorY,estGravityVectorZ,current_altitude,vertical_velocity,vertical_acceleration,predicted_apogee,a_coefficient,b_coefficient,uncertainty_threshold_1,uncertainty_threshold_2,retrieved_imu_packets,queued_imu_packets,apogee_predictor_queue_size,imu_packets_per_cycle,update_timestamp_ns
F,115,0,1740256958744836608,,0.84332716,0.47880793,-0.93552262,3.63580036,2.81810284,-2.55114555,0.00164204,0.00095986,-0.00189874,0.00726508,0.00564455,-0.00509906,907.0512085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4,1740256958739294451
F,115,0,1740256958744946432,['estOrientQuaternion'],,,,,,,,,,,,,,0.69499022,0.10188626,0.58404446,-0.40681669,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.63659358,2.81343603,-2.55551767,8.04810524,4.6637187,-9.26132679,-0.70229053,1.40126944,-6.35639858,-8.75039577,-3.26244926,2.90492821,1082.52397156,-27.29032185,2.20185242,,,,,,4,0,0,4,1740256958739696364
F,115,0,1740256958746821888,,0.88840479,0.5381456,-0.93787086,3.62267017,2.84958625,-2.54340935,0.00177585,0.0010784,-0.0018911,0.00724679,0.00570811,-0.0050857,907.05303955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,4,1740256958739696364
F,115,0,1740256958746943744,['estOrientQuaternion'],,,,,,,,,,,,,,0.69192052,0.10406977,0.58478373,-0.41041866,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.62994957,2.8425014,-2.54893351,8.56629753,5.04278755,-9.26915169,-0.18374252,1.75668859,-6.38992023,-8.75004005,-3.28609896,2.87923121,1082.52397156,-27.30451405,2.69291631,,,,,,1,2,0,2,1740256958744364115
F,115,0,1740256958748808192,,0.81521928,0.50701195,-0.8970347,3.60878015,2.879632,-2.53305745,0.00168339,0.00103226,-0.00183623,0.00721164,0.00576568,-0.00506616,907.05407715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958744464579
F,115,0,1740256958748944896,['estOrientQuaternion'],,,,,,,,,,,,,,0.68881905,0.10625786,0.58553159,-0.41399324,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.6104691,2.87196469,-2.54011774,8.70312119,5.25933599,-9.21804714,-0.04651451,1.94946051,-6.36493683,-8.7496357,-3.30987549,2.85311055,1082.52397156,-27.31835391,2.88168776,,,,,,1,0,0,2,1740256958750240031
F,115,0,1740256958750801664,,0.79199618,0.52252096,-0.95403898,3.59774733,2.90212584,-2.5263772,0.00158973,0.00102255,-0.00191278,0.00719001,0.00581525,-0.00504982,907.0546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958750336699
F,115,0,1740256958750944512,['estOrientQuaternion'],,,,,,,,,,,,,,0.68568695,0.10845022,0.58628869,-0.41753742,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.59911752,2.90105081,-2.52938604,7.79851437,4.87066269,-9.06698513,-0.95067501,1.53690648,-6.24043751,-8.74918938,-3.33375621,2.82654762,1082.52397156,-27.33364034,2.15332299,,,,,,1,0,0,2,1740256958751114914
F,115,0,1740256958752798208,,0.78665215,0.54379797,-0.93298453,3.58791256,2.93203735,-2.51731181,0.00147517,0.00108165,-0.00187055,0.00717497,0.0058672,-0.00503184,907.05499268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958751210989
F,115,0,1740256958752942848,['estOrientQuaternion'],,,,,,,,,,,,,,0.68252617,0.11064906,0.58704931,-0.42105582,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.5924046,2.92143869,-2.52189803,7.00418901,5.23016787,-9.27109909,-1.74448061,1.87244868,-6.47142982,-8.74866962,-3.35771918,2.7996695,1082.52397156,-27.35005623,1.5835844,,,,,,3,0,0,1,1740256958751857109
F,115,0,1740256958754791680,,0.79272157,0.53280163,-0.97140598,3.57540607,2.94520259,-2.51209164,0.00165268,0.00112841,-0.00193993,0.00714469,0.00589726,-0.00502858,907.05517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,1740256958751857109
F,115,0,1740256958754939648,['estOrientQuaternion'],,,,,,,,,,,,,,0.67933667,0.1128493,0.58781272,-0.42455044,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.57705736,2.94509387,-2.52005148,8.29876423,5.72525167,-9.33255386,-0.44925976,2.34339786,-6.56004572,-8.74802399,-3.38185382,2.77250814,1082.52397156,-27.36432903,2.65000286,,,,,,1,2,0,2,1740256958752136799
F,115,0,1740256958756781824,,0.80164355,0.51684785,-0.95082521,3.56542516,2.96991038,-2.50129747,0.0015231,0.00095731,-0.00188252,0.00712754,0.00594554,-0.00499445,907.05529785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,1740256958752226115
F,115,0,1740256958756934912,['estOrientQuaternion'],,,,,,,,,,,,,,0.67612159,0.11505276,0.58857787,-0.42801711,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.56826878,2.9628756,-2.50228691,7.24706078,4.53582525,-9.30169392,-1.50021553,1.12975144,-6.55661583,-8.74727631,-3.40607381,2.74507809,1082.52397156,-27.38100185,1.44205758,,,,,,1,2,0,2,1740256958752481841
F,115,0,1740256958758769152,,0.85471058,0.48084477,-0.91853321,3.5520556,2.98947239,-2.48901558,0.00176561,0.00101182,-0.00186727,0.00710344,0.00598076,-0.00497828,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958752568805
F,115,0,1740256958758931968,['estOrientQuaternion'],,,,,,,,,,,,,,0.67288274,0.11726131,0.589342,-0.43145642,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.55809259,2.98239756,-2.49720025,8.64939022,5.24180031,-9.35004807,-0.09703445,1.81146097,-6.63261318,-8.74642467,-3.43033934,2.71743488,1082.52397156,-27.39525074,2.66283413,,,,,,1,2,0,2,1740256958756339488
F,115,0,1740256958760756992,,0.91778868,0.46145141,-0.96534753,3.54562855,3.01253557,-2.48901033,0.00181895,0.00088598,-0.00191848,0.00708755,0.00603443,-0.00497227,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958756431396
F,115,0,1740256958760927744,['estOrientQuaternion'],,,,,,,,,,,,,,0.66961598,0.11947367,0.59010941,-0.4348695,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.54617333,3.00951147,-2.48727107,8.66493988,4.27195835,-9.13459492,-0.0805254,0.81723022,-6.44510746,-8.74546528,-3.45472813,2.6894877,1082.52397156,-27.41004954,2.38303081,,,,,,1,1,0,4,1740256958757248926
F,115,0,1740256958762745600,,0.83774078,0.43874112,-0.94738966,3.53381944,3.03091431,-2.4835403,0.00171408,0.00089425,-0.0019448,0.0070666,0.00606705,-0.00497231,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4,1740256958757336539
F,115,0,1740256958762921728,['estOrientQuaternion'],,,,,,,,,,,,,,0.66631961,0.12168711,0.59087896,-0.43826085,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.53911066,3.02641797,-2.49313879,8.88383579,4.49644518,-9.73157883,0.13948917,1.01712012,-7.07031012,-8.74434662,-3.47932506,2.66126871,1082.52397156,-27.42510582,2.24681061,,,,,,4,0,0,4,1740256958757682951
F,115,0,1740256958764731136,,0.9371084,0.49870923,-0.95431918,3.52297759,3.05222297,-2.4763236,0.00184018,0.00096005,-0.0019081,0.00704638,0.00611475,-0.00495041,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,4,1740256958757682951
F,115,0,1740256958764919040,['estOrientQuaternion'],,,,,,,,,,,,,,0.66299534,0.12390218,0.591649,-0.44162995,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.52838111,3.04995227,-2.48022461,8.49072075,4.3555479,-9.26037788,-0.25234413,0.85144496,-6.62756062,-8.74306488,-3.50410295,2.63281703,1082.52397156,-27.44034266,2.16902418,,,,,,1,2,0,2,1740256958762302535
F,115,0,1740256958766717440,,0.90893173,0.46817011,-0.94469965,3.50894403,3.07594514,-2.46960258,0.00184411,0.00095432,-0.00190256,0.00701374,0.00614767,-0.0049352,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958762395018
F,115,0,1740256958766920192,['estOrientQuaternion'],,,,,,,,,,,,,,0.65964824,0.12611891,0.59241903,-0.44496962,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.5121572,3.06223202,-2.47234344,9.30804539,4.90964222,-9.36897278,0.56639194,1.38067794,-6.7648325,-8.74165344,-3.52896428,2.60414028,1082.52397156,-27.45420403,2.87176399,,,,,,1,2,0,2,1740256958768324786
F,115,0,1740256958768710912,,0.94501781,0.50150985,-0.96544844,3.49712563,3.10203815,-2.46670794,0.00189682,0.00106905,-0.00194754,0.00698904,0.00621436,-0.00493354,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958768418177
F,115,0,1740256958768919808,['estOrientQuaternion'],,,,,,,,,,,,,,0.65627205,0.12833607,0.5931949,-0.44828209,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.49886274,3.09924603,-2.47111726,9.1618166,5.21516562,-9.46357441,0.42171383,1.6611464,-6.88846016,-8.74010277,-3.55401921,2.57511425,1082.52397156,-27.46815056,2.82340179,,,,,,1,0,0,2,1740256958769116131
F,115,0,1740256958770707456,,0.97690904,0.5372467,-0.9691847,3.48642445,3.12828493,-2.46066189,0.00190183,0.00104621,-0.00188582,0.00696621,0.0062653,-0.00491857,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,3,1740256958769210040
F,115,0,1740256958770917888,['estOrientQuaternion'],,,,,,,,,,,,,,0.65286267,0.13055752,0.59397936,-0.45156795,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.48710465,3.12355304,-2.46433902,9.12613487,4.87784433,-9.11376476,0.3877039,1.29857969,-6.56811953,-8.73843098,-3.57926464,2.54564524,1082.52397156,-27.48206882,2.83171784,,,,,,3,0,0,3,1740256958769570767
F,115,0,1740256958772700928,,0.90323913,0.58707827,-0.94566917,3.46522593,3.1454618,-2.45221758,0.00187035,0.00117204,-0.00193094,0.00693183,0.00629405,-0.00490284,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256958769570767
F,115,0,1740256958772914688,['estOrientQuaternion'],,,,,,,,,,,,,,0.64942735,0.13278115,0.59476489,-0.45482737,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.47609544,3.14034009,-2.45772433,9.6849041,5.58589935,-9.69333267,0.94830132,1.98125052,-7.17740822,-8.73660278,-3.60464883,2.51592445,1082.52397156,-27.49534663,3.1491046,,,,,,1,0,0,5,1740256958770374982
F,115,0,1740256958774691328,,0.91253948,0.61266196,-0.95344526,3.44790411,3.17179251,-2.44476914,0.00175711,0.00123786,-0.00190372,0.00689337,0.00635047,-0.00488608,907.05535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5,1740256958770718728
F,115,0,1740256958774909696,['estOrientQuaternion'],,,,,,,,,,,,,,0.64596742,0.13500425,0.59555417,-0.45805591,924.05877686,0.09853713,0.24332052,0.07807038,0.12177364,3.45281506,3.16541266,-2.44824338,8.35357094,6.05231524,-9.25032806,-0.38105679,2.42213798,-6.76442289,-8.73462772,-3.63017726,2.48590517,1082.52397156,-27.50944356,2.73133201,,,,,,5,0,0,5,1740256958770718728
F,115,0,1740256958776679168,,0.97422594,0.57018518,-0.95336759,3.43216419,3.19478703,-2.43116355,0.00195851,0.00115135,-0.00194387,0.00685887,0.00638739,-0.00486414,907.16033936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5,1740256958770718728
F,115,0,1740256958776907008,['estOrientQuaternion'],,,,,,,,,,,,,,0.64248317,0.13722508,0.59634918,-0.4612509,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.43446517,3.18376803,-2.4409399,9.43640423,5.86287403,-9.58876228,0.70390034,2.20701361,-7.13321686,-8.73250389,-3.65586042,2.45554543,1080.35197449,-27.52277,3.12634049,,,,,,3,1,0,1,1740256958774488133
F,115,0,1740256958778667008,,0.97515994,0.60795271,-0.94932812,3.41243649,3.22085452,-2.42428613,0.0019653,0.00121041,-0.00188367,0.00682195,0.00644978,-0.00484443,907.21911621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1740256958774488133
F,115,0,1740256958778902528,['estOrientQuaternion'],,,,,,,,,,,,,,0.63897312,0.13944949,0.59715033,-0.46441221,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.41866875,3.21660185,-2.42611146,9.73101425,5.73398495,-9.17307663,1.00074863,2.052351,-6.74827385,-8.73026562,-3.68163395,2.42480302,1080.35197449,-27.53537808,3.47919414,,,,,,1,0,0,1,1740256958774747173
F,115,0,1740256958780655360,,0.90815097,0.55414039,-0.95081407,3.39427066,3.24321723,-2.41151595,0.00177391,0.00114835,-0.00189045,0.00678253,0.00649569,-0.00482292,907.25201416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958775087715
F,115,0,1740256958780896512,['estOrientQuaternion'],,,,,,,,,,,,,,0.63543588,0.14167778,0.59796017,-0.4675386,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.39726329,3.24069643,-2.41938162,8.89706993,5.93813038,-9.23353577,0.1691494,2.23062062,-6.83991718,-8.72792053,-3.70750976,2.39361882,1080.35197449,-27.54896655,2.98377539,,,,,,3,0,0,3,1740256958775567759
F,115,0,1740256958782640640,,1.00399601,0.59774023,-0.97153711,3.37949944,3.26208305,-2.40524483,0.00198165,0.00118049,-0.00194823,0.00675534,0.00653487,-0.00480439,907.27044678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256958775567759
F,115,0,1740256958782893568,['estOrientQuaternion'],,,,,,,,,,,,,,0.63187486,0.14390738,0.59877437,-0.47063166,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.38311863,3.26124549,-2.40567183,9.2904377,5.49976254,-9.48722744,0.56500816,1.76626849,-7.12512207,-8.72542953,-3.73349404,2.36210537,1080.35197449,-27.56285665,2.84249596,,,,,,1,0,0,1,1740256958780263325
F,115,0,1740256958784633088,,1.0412482,0.59430569,-0.9615491,3.35646081,3.29296994,-2.39260864,0.0021068,0.00119024,-0.00191724,0.00671109,0.00658481,-0.00478579,907.28076172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958786122019
F,115,0,1740256958784894720,['estOrientQuaternion'],,,,,,,,,,,,,,0.62829155,0.14613698,0.59959012,-0.47369343,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.36478972,3.27833486,-2.40130305,10.35275078,5.87339592,-9.4388876,1.62998772,2.11379743,-7.10855341,-8.72276306,-3.75959849,2.33033419,1080.35197449,-27.57507492,3.69278862,,,,,,3,0,0,3,1740256958786624045
F,115,0,1740256958786632704,,1.01837695,0.59352154,-0.9573434,3.33658195,3.32482219,-2.38336897,0.00209712,0.0012096,-0.00195262,0.00666491,0.00666565,-0.00476516,907.28656006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256958786624045
F,115,0,1740256958786894848,['estOrientQuaternion'],,,,,,,,,,,,,,0.62467939,0.14836851,0.60041821,-0.47671852,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.33829761,3.32391238,-2.38821101,10.54622746,5.97744513,-9.66100025,1.82625484,2.19158792,-7.362957,-8.71997261,-3.7858572,2.29804301,1080.35197449,-27.58727519,3.69814977,,,,,,2,0,0,5,1740256958787352296
F,115,0,1740256958788629248,,0.97422147,0.57397866,-0.95746285,3.32030439,3.36112404,-2.37189627,0.00190061,0.00113206,-0.00189874,0.00663134,0.00673149,-0.00473824,907.28979492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,5,1740256958787352296
F,115,0,1740256958788892928,['estOrientQuaternion'],,,,,,,,,,,,,,0.62103701,0.15060768,0.60126132,-0.47970334,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.32056093,3.35265636,-2.37506747,9.33923054,5.56705093,-9.22629642,0.62212086,1.75485802,-6.96116638,-8.71710968,-3.81219292,2.26513028,1080.35197449,-27.60089785,2.97967225,,,,,,5,0,0,2,1740256958787934786
F,115,0,1740256958790623232,,0.99342316,0.5571751,-0.97780067,3.30406475,3.38581848,-2.36242127,0.00199937,0.00110905,-0.00193092,0.00660512,0.00678047,-0.00472383,907.29162598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,2,1740256958787934786
F,115,0,1740256958790889472,['estOrientQuaternion'],,,,,,,,,,,,,,0.61736667,0.15285371,0.60211128,-0.48265547,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.30938268,3.38249469,-2.36827374,9.75038528,5.48073816,-9.3337059,1.03627586,1.64211106,-7.10191345,-8.71410942,-3.8386271,2.23179269,1080.35197449,-27.61429198,3.08925209,,,,,,5,0,0,2,1740256958787934786
F,115,0,1740256958792613888,,0.91602981,0.55678886,-1.01688635,3.28593111,3.40947199,-2.35424519,0.0018395,0.0010894,-0.00201545,0.00656833,0.00682857,-0.00470476,907.29266357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958788085640
F,115,0,1740256958792884480,['estOrientQuaternion'],,,,,,,,,,,,,,0.61366928,0.15510467,0.60296673,-0.48557568,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.29119015,3.40640426,-2.35747647,9.34705067,5.2775321,-9.73618793,0.6361084,1.41235232,-7.53812122,-8.71094227,-3.86517978,2.19806695,1080.35197449,-27.6289223,2.46482379,,,,,,3,0,0,3,1740256958788567702
F,115,0,1740256958794601472,,0.94263673,0.51296788,-1.00833833,3.27364492,3.43597031,-2.33979964,0.00181836,0.00101917,-0.00200893,0.00654377,0.0068831,-0.00467777,907.29321289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256958788567702
F,115,0,1740256958794881536,['estOrientQuaternion'],,,,,,,,,,,,,,0.60994738,0.15735959,0.60382706,-0.48846203,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.27626801,3.43237734,-2.34721351,8.61617184,5.17455578,-9.93551922,-0.09143925,1.28272462,-7.77154112,-8.70761108,-3.89183116,2.1639781,1080.35197449,-27.64484449,1.82492311,,,,,,3,0,0,3,1740256958792472905
F,115,0,1740256958796589312,,0.94522089,0.51309609,-1.00158477,3.26113319,3.46317387,-2.33157372,0.00193708,0.00099496,-0.00200049,0.00651248,0.00692791,-0.00465767,907.29351807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256958792472905
F,115,0,1740256958796877312,['estOrientQuaternion'],,,,,,,,,,,,,,0.60620284,0.15961909,0.60469019,-0.4913142,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.25992274,3.45252109,-2.33330059,9.65924168,4.7909317,-9.85276508,0.95512962,0.87238479,-7.72320223,-8.70411205,-3.91854692,2.12956285,1080.35197449,-27.65991022,2.24928909,,,,,,1,0,0,1,1740256958793113933
F,115,0,1740256958798577920,,0.83967745,0.48169902,-1.03607237,3.24724197,3.48700094,-2.32366014,0.0016601,0.00096738,-0.00209371,0.00649338,0.00698759,-0.00464169,907.29370117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4,1740256958793246120
F,115,0,1740256958798871296,['estOrientQuaternion'],,,,,,,,,,,,,,0.60243183,0.16188717,0.60555696,-0.49413496,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.2535131,3.48721385,-2.32589674,8.50679111,4.89305973,-10.17533875,-0.19366169,0.94772387,-8.08055496,-8.7004528,-3.94533587,2.09478378,1080.35197449,-27.67664675,1.4051131,,,,,,4,0,0,4,1740256958793657941
F,115,0,1740256958800563456,,0.81491542,0.49630913,-1.03882933,3.23532939,3.50645447,-2.31866455,0.00158322,0.00096309,-0.00210075,0.00646349,0.00702017,-0.00463699,907.29382324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,4,1740256958793657941
F,115,0,1740256958800874496,['estOrientQuaternion'],,,,,,,,,,,,,,0.59863293,0.1641587,0.60642695,-0.49692747,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.23578048,3.50274396,-2.32373905,7.70158243,4.57884312,-10.33769608,-0.99498129,0.60654306,-8.27802658,-8.69656372,-3.97230005,2.05966926,1080.35197449,-27.69498617,0.64290892,,,,,,3,1,0,1,1740256958804376777
F,115,0,1740256958802556416,,0.75450188,0.47938982,-1.04095471,3.22272158,3.52547264,-2.30403709,0.00151958,0.00102477,-0.00208699,0.00644311,0.00705728,-0.00460778,907.29388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1740256958804376777
F,115,0,1740256958802875648,['estOrientQuaternion'],,,,,,,,,,,,,,0.59481233,0.16643022,0.60729551,-0.49969143,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.22737741,3.52114797,-2.31278324,7.72119617,5.24732256,-10.2092762,-0.97123051,1.24790788,-8.18491459,-8.69242668,-3.99941468,2.02436185,1080.35197449,-27.7124341,1.07859831,,,,,,1,0,0,1,1740256958804635170
F,115,0,1740256958804557056,,0.71355247,0.49732921,-1.06974697,3.21580029,3.54030371,-2.30114579,0.00141126,0.00092853,-0.00216867,0.00642942,0.00708757,-0.0045984,907.29388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958804973063
F,115,0,1740256958804875776,['estOrientQuaternion'],,,,,,,,,,,,,,0.59097123,0.16870725,0.60816008,-0.50242639,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.21790719,3.53809023,-2.30169797,6.99740219,4.26941013,-10.56034184,-1.69067192,0.24282742,-8.57146168,-8.68807411,-4.02658272,1.98888004,1080.35197449,-27.73225838,-0.11367777,,,,,,3,1,0,1,1740256958805515423
F,115,0,1740256958806554624,,0.6259523,0.51520801,-1.0514425,3.20724344,3.55591202,-2.29140258,0.00122042,0.00106027,-0.00212021,0.00641189,0.00711097,-0.00458393,907.29388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1740256958805515423
F,115,0,1740256958806874112,['estOrientQuaternion'],,,,,,,,,,,,,,0.58711028,0.17098513,0.6090185,-0.50513572,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.21003222,3.54751825,-2.29931426,6.23573971,5.23851728,-10.48735619,-2.44771099,1.18464136,-8.53404999,-8.6834507,-4.05387592,1.95330572,1080.35197449,-27.75175499,0.04201126,,,,,,1,0,0,1,1740256958805774815
F,115,0,1740256958808549120,,0.67463046,0.50508958,-1.07570541,3.19382739,3.56899762,-2.28203321,0.00132479,0.00103275,-0.00216222,0.00638495,0.00714132,-0.00455935,907.29388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958806046578
F,115,0,1740256958808871168,['estOrientQuaternion'],,,,,,,,,,,,,,0.58323038,0.17326449,0.60987127,-0.50781769,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.19854021,3.56532598,-2.28494906,6.21238899,5.14334011,-10.48102856,-2.46618176,1.0620718,-8.56340313,-8.67857075,-4.08126831,1.91762578,1080.35197449,-27.77138963,-0.03409712,,,,,,3,0,0,3,1740256958806574771
F,115,0,1740256958810540544,,0.67122489,0.5244863,-1.08349073,3.17728043,3.58717871,-2.27529025,0.0013382,0.00104796,-0.00213081,0.00635013,0.00718198,-0.00454758,907.29388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256958806574771
F,115,0,1740256958810866944,['estOrientQuaternion'],,,,,,,,,,,,,,0.57933062,0.17554621,0.61072296,-0.51046753,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.18161988,3.58404231,-2.27877641,6.62904692,5.01787376,-10.33848286,-2.0444169,0.9091301,-8.4567585,-8.67346382,-4.10874367,1.8817246,1080.35197449,-27.79056524,0.19002811,,,,,,3,0,0,3,1740256958806902720
F,115,0,1740256958812528896,,0.65988714,0.54058468,-1.08102226,3.16859603,3.60470653,-2.26583695,0.00132342,0.00111553,-0.00219046,0.00633273,0.00721301,-0.00453217,907.29388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256958806902720
F,115,0,1740256958812864000,['estOrientQuaternion'],,,,,,,,,,,,,,0.57540989,0.17782678,0.61157352,-0.51308775,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.1695118,3.59884763,-2.27303147,6.57455969,5.46832228,-10.84820271,-2.09352541,1.33194637,-9.00257683,-8.6680851,-4.1363759,1.84562612,1080.35197449,-27.80993119,0.10045026,,,,,,3,1,0,1,1740256958810505160
F,115,0,1740256958814517504,,0.74439704,0.57101089,-1.0738914,3.15392399,3.62689185,-2.25610042,0.00145313,0.00112946,-0.00212269,0.00630597,0.00726016,-0.00450985,907.29388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,1740256958810505160
F,115,0,1740256958814859264,['estOrientQuaternion'],,,,,,,,,,,,,,0.57146811,0.1801111,0.61242157,-0.51567829,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.15966797,3.62142539,-2.26085591,6.73131847,5.36405611,-10.36580467,-1.93114567,1.19996023,-8.55647659,-8.66246414,-4.16409588,1.80932856,1080.35197449,-27.82868174,0.4007558,,,,,,1,0,0,1,1740256958810767182
F,115,0,1740256958816506368,,0.72894782,0.65198141,-1.05930662,3.13383126,3.64259553,-2.24753094,0.00151391,0.00133163,-0.00213513,0.00626425,0.00729205,-0.00448951,907.29388428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,1740256958811096650
F,115,0,1740256958816853504,['estOrientQuaternion'],,,,,,,,,,,,,,0.56750619,0.18239976,0.61326975,-0.51823491,921.88677979,0.09853713,0.24332052,0.07807038,0.12177364,3.14007807,3.64028502,-2.24967337,7.71664667,6.28904867,-10.57258224,-0.93997908,2.09717655,-8.79981613,-8.65662575,-4.19187212,1.77276635,1080.35197449,-27.84557811,1.3249593,,,,,,3,0,0,3,1740256958811591046
F,115,0,1740256958818492160,,0.74039042,0.69521391,-1.05395997,3.11679173,3.66344309,-2.23750067,0.00145853,0.00146419,-0.00211493,0.00622861,0.00733147,-0.00447648,907.27197266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,1740256958811591046
F,115,0,1740256958818856448,['estOrientQuaternion'],,,,,,,,,,,,,,0.5635249,0.18468593,0.61411947,-0.5207572,922.33862305,0.09853713,0.24332052,0.07807038,0.12177364,3.12016082,3.65694737,-2.24563813,7.04055643,7.19609737,-10.37644672,-1.60996294,2.97630787,-8.64049911,-8.65051937,-4.21978951,1.73594737,1080.80381775,-27.86192389,1.63716939,,,,,,1,0,0,3,1740256958822255881
